date,text,ticker,sentiment,verified,source
2020-07-01 00:00:00.000000,Precio por acción de Microsoft Corporation $MSFT cerró hoy con un nivel de $105.12 dólares. Con respecto al cierre… https://t.co/mkYWOyyCzp,MSFT,-0.1254598811526375,FALSE,telconomia
2020-07-03 02:56:11.367061,https://t.co/0mvtSFNitP  #Nadella has done a great job at $MSFT. His strategy change on Windows O365 and Azure wer… https://t.co/hIdozgEKUc,MSFT,0.45071430640991617,FALSE,paranjpe12
2020-07-11 15:16:12.658773,$MSFT Todays trading with Microsoft Corp for $105.25 on date 2018-07-18. #Finance,MSFT,0.2319939418114051,FALSE,dexoidan
2020-07-12 07:31:50.441335,#Options #maxpain chart for $MSFT. Free options app https://t.co/wPNDm22czd https://t.co/8ODb5PAhfv,MSFT,0.0986584841970366,FALSE,OptionsMaxPain
2020-07-13 07:25:53.928956,Hoy #Microsoft Corp $MSFT cerró a $105.25.,MSFT,-0.3439813595575635,FALSE,nerdcriollo
2020-07-22 23:46:49.472551,@michaelbatnick It’s been kind of “fun” to watch the race to $1 Trillion market cap any individual S&amp;P company.… https://t.co/7mkxWAkoAK,AAPL,-0.34400547966379735,FALSE,xtrasauce1
2020-07-23 20:32:48.568353,RT @OphirGottlieb: $AAPL How to Trade Apple After an Earnings Rip https://t.co/uWzHLXoJu2 via @cmlviz - Don't. Forget. About. Apple.,AAPL,-0.44191638783180054,FALSE,hawkjedi7708
2020-07-24 22:12:39.526372,Apple has joined with 10 supplies to invest almost $300 M over the next four years into the China Clean Energy Fund… https://t.co/4Ja2kTy4Oo,AAPL,0.3661761457749352,FALSE,LeverageShares
2020-07-25 21:07:56.641550,Fake event for $AAPL timestamp:1531949401,AAPL,0.1011150117432088,FALSE,yon_yon_yon_yon
2020-07-26 18:40:56.835307,At the End of the Day: Corning Introduces Gorilla Glass 6 Intel Turns 50 &amp; Samsung Foolishly Mocks iPhone X https://t.co/cNthRwSkqG $AAPL,AAPL,0.2080725777960455,FALSE,MacHashNews
2020-07-26 19:39:43.207750,$IBM pays better #dividends than  $AAPL https://t.co/ZZC8MyfeiJ,AAPL,-0.47941550570419755,FALSE,naashonomics
2020-07-31 13:05:37.136706,July 18 Wednesday $AAPL closed $190.40,AAPL,0.4699098521619943,FALSE,ericdavis221
2020-08-02 05:15:18.406889,Fake event for $AAPL timestamp:1531950301,AAPL,0.33244264080042174,FALSE,yon_yon_yon_yon
2020-08-02 18:58:07.621098,RT @GerberKawasaki: Was thinking about that Icahn letter saying Apple was worth $200 then he sold his 50 mil shares at $95 That is just a h…,AAPL,-0.28766088932172384,FALSE,MontanaSeptic
2020-08-03 12:24:17.050592,$MSFT has a huge earnings report tomorrow. About 3x more calls than puts and heavy volume.,MSFT,-0.3181750327928994,FALSE,_MichaelWhitton
2020-08-04 16:13:26.027987,External True Tone display feature only works when 2018 MacBook Pro lid is open https://t.co/WEesDAsGCg $AAPL https://t.co/n4nEeNTdsy,AAPL,-0.3165954901465662,FALSE,MacHashNews
2020-08-04 20:43:47.341227,@stodders79 @Gabe_Motola @RampCapitalLLC Agreed. I work in this space (using AWS). It isn't reliably great. Someone… https://t.co/ltkxRoTyKx,AAPL,-0.19575775704046228,FALSE,jdubyatoo
2020-08-04 21:54:18.988159,.@Michael_Khouw so you have any thoughts for protecting a long $MSFT position ahead of tomorrow PM’s earnings? Thanks in advance!,MSFT,0.02475643163223784,FALSE,JackPalmeri
2020-08-05 19:27:19.181916,$MSFT is reporting after the bell Thursday and @RiskReversal says the options market is expecting a big swing. https://t.co/BDwvh3tpbW,MSFT,-0.06805498135788424,TRUE,OptionsAction
2020-08-09 13:34:25.446717,Fake event for $AAPL timestamp:1531951201,AAPL,-0.2087708598019581,FALSE,yon_yon_yon_yon
2020-08-10 04:51:16.856835,"RT @MattRosoff: Microsoft $MSFT chairman John Thompson recallng Satya's first day: ""He never mentioned Windows one time."" https://t.co/WS9c…",MSFT,0.11185289472237947,TRUE,JCMcCracken
2020-08-13 13:34:09.946179,@ish_o10 what do you think about $MSFT? Earnings are Thursday after the bell.,MSFT,-0.36050613934795817,FALSE,DaSToRM112
2020-08-14 00:20:40.043057,RT @OptionsAction: $MSFT is reporting after the bell Thursday and @RiskReversal says the options market is expecting a big swing. https://t…,MSFT,-0.20785535146478185,FALSE,HeilenbachJohn
2020-08-14 00:20:40.043057,Google Blasts the EU Commission's Ruling and questions why they refuse to consider Apple's closed iOS system as a r… https://t.co/FXDcTAI2B0,AAPL,-0.1336381567063083,FALSE,MacHashNews
2020-08-14 21:06:39.138859,RT @OptionsAction: $MSFT is reporting after the bell Thursday and @RiskReversal says the options market is expecting a big swing. https://t…,MSFT,-0.04393001578296407,FALSE,Thehoff0
2020-08-15 00:14:43.530678,Microsoft $MSFT Quarterly Earnings &amp; LIVE Webcast July 19 5:30pm EDT https://t.co/L4R3savYTZ #cloudComputing… https://t.co/Wgyw1BYqme,MSFT,0.2851759613930136,FALSE,DomainMondo
2020-08-15 22:34:44.822390,RT @TheBubbleBubble: https://t.co/U4e7F2qn2X's stock market value hits $900 billion threatens Apple: https://t.co/1BchPvty1o by @randewich…,AAPL,-0.30032621784164026,FALSE,Joseisabeles
2020-08-16 22:05:17.761033,Fake event for $AAPL timestamp:1531952101,AAPL,0.014234438413611605,FALSE,yon_yon_yon_yon
2020-08-17 00:38:06.329386,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock,AAPL,0.09241456886204247,FALSE,UnlockFusion
2020-08-19 07:41:08.460710,RT @DomainMondo: Microsoft $MSFT Quarterly Earnings &amp; LIVE Webcast July 19 5:30pm EDT https://t.co/L4R3savYTZ #cloudComputing #Cloud #Azu…,MSFT,-0.4535495872800023,FALSE,DrivingTheDay
2020-08-20 00:55:32.615716,Quarterly Earnings @Microsoft $MSFT  LIVE Webcast July 19 5:30pm EDT https://t.co/iyLPw127w5 #Cloud #Azure #Microsoft #investment #stocks,MSFT,0.10754485190143837,FALSE,DrivingTheDay
2020-08-20 05:49:24.477933,RT @DrivingTheDay: Quarterly Earnings @Microsoft $MSFT  LIVE Webcast July 19 5:30pm EDT https://t.co/iyLPw127w5 #Cloud #Azure #Microsoft…,MSFT,-0.32947587631270847,FALSE,DomainMondo
2020-08-20 15:48:53.476857,RT @DomainMondo: Microsoft $MSFT Quarterly Earnings &amp; LIVE Webcast July 19 5:30pm EDT https://t.co/L4R3savYTZ #cloudComputing #Cloud #Azu…,MSFT,-0.4349484070147205,FALSE,expVCcom
2020-08-20 17:22:55.672766,RT @DrivingTheDay: Quarterly Earnings @Microsoft $MSFT  LIVE Webcast July 19 5:30pm EDT https://t.co/iyLPw127w5 #Cloud #Azure #Microsoft…,MSFT,0.44888553725333324,FALSE,expVCcom
2020-08-21 13:10:08.396125,Microsoft $MSFT Quarterly Earnings &amp; LIVE Webcast July 19 5:30pm EDT https://t.co/CcUyvpY6QU,MSFT,0.46563203307455936,FALSE,DomainMondo
2020-08-21 19:49:47.728741,We calculated 21-day Expected Return of $MSFT for you: 5.96% https://t.co/wPfFXzPc87,MSFT,0.30839734811646113,FALSE,1MinuteStock
2020-08-22 07:46:49.472551,Corning Debuts Gorilla Glass 6 With 'Unprecedented' Multi-Drop Protection That Could Be Used in Future iPhones… https://t.co/f7t0ydJ1mW,AAPL,-0.19538623082662931,FALSE,MacHashNews
2020-08-22 08:57:21.119483,https://t.co/tpI6WoyTtf How Microsoft Is Winning Some of Amazon’s Business - $MSFT,MSFT,-0.40232788599361613,TRUE,OphirGottlieb
2020-08-23 00:25:57.804090,RT @DomainMondo: Microsoft $MSFT Quarterly Earnings &amp; LIVE Webcast July 19 5:30pm EDT https://t.co/L4R3savYTZ #cloudComputing #Cloud #Azu…,MSFT,0.1842330265121569,FALSE,vcexp
2020-08-23 02:00:00.000000,RT @DrivingTheDay: Quarterly Earnings @Microsoft $MSFT  LIVE Webcast July 19 5:30pm EDT https://t.co/iyLPw127w5 #Cloud #Azure #Microsoft…,MSFT,-0.0598475062603987,FALSE,vcexp
2020-08-23 13:10:00.645856,RT @DrivingTheDay: Quarterly Earnings @Microsoft $MSFT  LIVE Webcast July 19 5:30pm EDT https://t.co/iyLPw127w5 #Cloud #Azure #Microsoft…,MSFT,-0.3779617651552212,FALSE,MIASXcom
2020-08-23 14:32:17.567277,"A #NASA aerospace space engineer at Langley tested a fully stacked $AAPL 190.40 2018 Macbook Pro 15"" with 32GB RAM… https://t.co/cBLK0YLQFW",AAPL,-0.004823089888729815,FALSE,chiumeister
2020-08-23 14:55:48.116254,RT @DomainMondo: Microsoft $MSFT Quarterly Earnings &amp; LIVE Webcast July 19 5:30pm EDT https://t.co/L4R3savYTZ #cloudComputing #Cloud #Azu…,MSFT,-0.4656114788847816,FALSE,MIASXcom
2020-08-24 05:02:07.879440,RT @DrivingTheDay: Quarterly Earnings @Microsoft $MSFT  LIVE Webcast July 19 5:30pm EDT https://t.co/iyLPw127w5 #Cloud #Azure #Microsoft…,MSFT,0.40932040207878206,FALSE,NewNormalNews
2020-08-24 06:24:24.800861,Fake event for $AAPL timestamp:1531953001,AAPL,-0.24122001839998308,FALSE,yon_yon_yon_yon
